page_id,text,label,category,encoded_category
638,SRX Remotes,0,Not Dark Pattern,2
864,Price Guaranteed For DAYS/HRS/MINS/SECS,1,Urgency,7
901,"You may cancel your Minted More membership at any time by contacting Minted Customer Service at www.minted.com/help. If you cancel your membership before your Minted More gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of Minted More discount benefits used by you and your account prior to cancellation. If you cancel at any other time, your membership fee is non-refundable.",1,Obstruction,3
917,Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,1,Sneaking,5
1797,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,1,Misdirection,1
1326,"Don't snooze, only 1 left",1,Scarcity,4
1365,Less than 6 items left,1,Scarcity,4
450,"no thanks, I'll save money another day",1,Misdirection,1
708,25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,1,Urgency,7
888,"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",1,Obstruction,3
898,"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",1,Obstruction,3
1149,9 items left,1,Scarcity,4
886,"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",1,Obstruction,3
926,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking,5
900,You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,1,Obstruction,3
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
1726,"""Your purchase entitles you to the following special""",1,Misdirection,1
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
5,5338 people viewed this in the last hour,1,Social Proof,6
251,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",1,Social Proof,6
894,"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",1,Obstruction,3
930,"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",1,Sneaking,5
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
1086,We have 1 left in stock,1,Scarcity,4
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
638,BROKEN REMOTE? FIX IT YOURSELF AND SAVE HUGE,0,Not Dark Pattern,2
916,Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,1,Sneaking,5
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
92,More than 752 users are adding shapewear to their cart. Is your size left?,1,Social Proof,6
300, cm in ,0,Not Dark Pattern,2
114,"Jeremy in Warroad, United States purchased a",1,Social Proof,6
897,"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",1,Obstruction,3
984,FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,1,Urgency,7
190,7 sold in the last 48 hours,1,Social Proof,6
1274,Only 1 item left!,1,Scarcity,4
925,"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",1,Sneaking,5
179, Worldwide ,0,Not Dark Pattern,2
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
931,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking,5
213,40 users are currently active on our website just now.,1,Social Proof,6
1194,1 LEFT IN THIS SIZE,1,Scarcity,4
1357,Only 1 left in Stock,1,Scarcity,4
1602,7 left in stock,1,Scarcity,4
1051, BACK TO TOP ,0,Not Dark Pattern,2
1139,The page you were looking for doesn't exist.,0,Not Dark Pattern,2
1772,Purchase protection added,1,Sneaking,5
1499,Low in stock: only 2 left.,1,Scarcity,4
1302,Availability: Low Stock,1,Scarcity,4
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,5
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
925,"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",1,Sneaking,5
886,"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",1,Obstruction,3
1668,ALMOST GONE - only 2 remaining!,1,Scarcity,4
266,715 people have added this item to cart,1,Social Proof,6
1072,Only 1 left,1,Scarcity,4
4,9 people are viewing this.,1,Social Proof,6
7,Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,1,Social Proof,6
1726,"""Your purchase entitles you to the following special""",1,Misdirection,1
904,"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",1,Obstruction,3
1352,Only 9 left!,1,Scarcity,4
112,"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",1,Social Proof,6
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
917,Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,1,Sneaking,5
892,"Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.",1,Obstruction,3
654,OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,1,Urgency,7
1293,3 left,1,Scarcity,4
926,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking,5
199,Hurry up! 6 people other than you have this product in their cart,1,Social Proof,6
1098,"Order now, only 2 left in stock!",1,Scarcity,4
1550,Royal Python Vivariums,0,Not Dark Pattern,2
1230,Hurry up! Only 11 items left,1,Scarcity,4
1563,only 2 left,1,Scarcity,4
1278,ONLY 5 LEFT IN STOCK!,1,Scarcity,4
88,16 recently purchased it.,1,Social Proof,6
1211,72% offers claimed. Hurry up!,1,Scarcity,4
1710,ADD WORLD'S MOST COMFORTABLE CHAIRS,1,Misdirection,1
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
526,Your cart is reserved for 14:57 minutes!,1,Urgency,7
845,1 day 08:15:25,1,Urgency,7
917,Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,1,Sneaking,5
897,"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",1,Obstruction,3
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
905,"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",1,Obstruction,3
1772,Purchase protection added,1,Sneaking,5
1033,Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,1,Urgency,7
1623,ONLY 1 WATCH LEFT,1,Scarcity,4
1798,Compare at,1,Misdirection,1
277,Selling fast! Add to bag 7 times in the last 48 hours.,1,Social Proof,6
1090,Only 3 left in stock,1,Scarcity,4
290,2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,1,Social Proof,6
497,00DAYS02HRS14MINS1211SEC,1,Urgency,7
898,"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",1,Obstruction,3
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
893,You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,1,Obstruction,3
1811,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,1,Misdirection,1
1336,Only 1 products left,1,Scarcity,4
1292,18 In Stock,1,Scarcity,4
893,You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,1,Obstruction,3
97,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,Social Proof,6
1014,LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,1,Urgency,7
1361,"Hurry, Only a few left!",1,Scarcity,4
1317,Crystal Shivlingas ,0,Not Dark Pattern,2
911,"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",1,Obstruction,3
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
1721,Would you like to buy more and save more?,1,Misdirection,1
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
992,Wait! Take 10% off Your First Order Deal Expires Soon!,1,Urgency,7
1658,Hurry Low Stock,1,Scarcity,4
981,* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,1,Urgency,7
894,"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",1,Obstruction,3
930,"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",1,Sneaking,5
453,"No Thanks, I don't want a discount",1,Misdirection,1
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
28,9 sold in last 4 hours,1,Social Proof,6
1496,"Hurry, limited quantities left!",1,Scarcity,4
414,Was this product description useful?YesNo,0,Not Dark Pattern,2
984, Italy € EUR ,0,Not Dark Pattern,2
1042,Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You pay $63.74,1,Urgency,7
378,"Nah, I'll pay full price",1,Misdirection,1
775,HURRY! YOUR 10% OFF EXPIRES IN 29:43,1,Urgency,7
1101,Low in stock: only 1 left.,1,Scarcity,4
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
912,"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",1,Obstruction,3
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
1798,Compare at,1,Misdirection,1
223,127 People viewed this product this week,1,Social Proof,6
622, Summer Simple Breathable Socks ,0,Not Dark Pattern,2
983,LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,1,Urgency,7
1575,cookie host,0,Not Dark Pattern,2
1075,Only 2 left in stock,1,Scarcity,4
893,You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,1,Obstruction,3
66, All consumers in the EU are charged VAT on the purchase of goods and services.,0,Not Dark Pattern,2
896,"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",1,Obstruction,3
895,"You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.",1,Obstruction,3
175,"Michael M. from Lacey, WA just bought a Cal King",1,Social Proof,6
1789, Added to Favorites ,0,Not Dark Pattern,2
318,"No Thanks, I rather pay full price",1,Misdirection,1
1488,Explore The NRA Universe Of Websites,0,Not Dark Pattern,2
729, Rs INR ,0,Not Dark Pattern,2
877,"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",1,Forced Action,0
905,"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",1,Obstruction,3
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
1140,Only 4 left at this price,1,Scarcity,4
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1426,Only 3 left.,1,Scarcity,4
377,"No thank you, I prefer to pay for shipping.",1,Misdirection,1
931,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking,5
1379,ONLY 4 LEFT,1,Scarcity,4
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
1006,FOR A LIMITED TIME ONLY,1,Urgency,7
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
905,"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",1,Obstruction,3
1241,American Diamond Earrings,0,Not Dark Pattern,2
1565,10 SEATS LEFT,1,Scarcity,4
1102,96 ITEM(S) LEFT IN STOCK!,1,Scarcity,4
98,"1,142 people have added to cart recently",1,Social Proof,6
585,02:06:40   ,1,Urgency,7
1044,Returns an Item,0,Not Dark Pattern,2
1052,"Now 20% off, hurry limited time offer!",1,Urgency,7
931,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking,5
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
995,50% OFF for Limited Time Only!!!,1,Urgency,7
11,🔥 2 people are looking right now,1,Social Proof,6
42,33 sold in last 12 hours.,1,Social Proof,6
910,"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.",1,Obstruction,3
291,One customer bought this article in the last 53 min.,1,Social Proof,6
926,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking,5
930,"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",1,Sneaking,5
387,"No thanks, I don't like promotions and exclusive content.",1,Misdirection,1
1300,Only 4 left,1,Scarcity,4
1799,Spin to unlock your mystery offer,1,Misdirection,1
1766,Shipping Insurance Remove Insurance,1,Sneaking,5
1032,"$3,159.20 $3,949.00 Limited time only",1,Urgency,7
896,"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",1,Obstruction,3
930,"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",1,Sneaking,5
232,113 people have viewed in the last 24hrs,1,Social Proof,6
1108,Limited Quantity,1,Scarcity,4
891,"To cancel your order before it ships, call us.",1,Obstruction,3
284,"Michael in Pontiac, United States purchased a  ",1,Social Proof,6
921,Free 60 day VIP trial membership with this order. Cancel anytime.,1,Sneaking,5
1367,Rate & Review ,0,Not Dark Pattern,2
891,"To cancel your order before it ships, call us.",1,Obstruction,3
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
1272, 韓國香氛 Cosmic Mansion ,0,Not Dark Pattern,2
149,Deals of the Week,0,Not Dark Pattern,2
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
878,I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,1,Forced Action,0
1704,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",1,Misdirection,1
24,"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",1,Social Proof,6
930,"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",1,Sneaking,5
933,"An item you ordered is in high demand. No worries, we have reserved your order.",1,Scarcity,4
949,High demand,1,Scarcity,4
879,I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,1,Forced Action,0
1315, Nursery ,0,Not Dark Pattern,2
125,80 Customers are considering this product right now.,1,Social Proof,6
1425,Search Result:Search Results: ,0,Not Dark Pattern,2
931,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking,5
1047,25% OFF SELECTED JACKETS Limited Time,1,Urgency,7
1682,Hurry up! Only 4 left in stock,1,Scarcity,4
1045,Limited time - Free Shipping on all orders*,1,Urgency,7
1030,Free Shipping On Orders Over $49* - Limited Time Only,1,Urgency,7
885,"Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyer’s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.",1,Obstruction,3
1573,Only 3 Left,1,Scarcity,4
1167,LESS THAN 5 LEFT!,1,Scarcity,4
605,2 DAYS 13:06:13,1,Urgency,7
1253,ONLY 1 LEFT IN THIS SIZE,1,Scarcity,4
880,I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,1,Forced Action,0
595,Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,1,Urgency,7
144,"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",1,Social Proof,6
1158, Data Processor Privacy Policy: https://triplelift.com/privacy ,0,Not Dark Pattern,2
1408,ONLY A FEW LEFT IN STOCK,1,Scarcity,4
927,"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",1,Sneaking,5
908,"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).",1,Obstruction,3
622, Ladies Flower Print Casual Fashion Dress ,0,Not Dark Pattern,2
610,"Hurry! Sale Ends In:

02:59:50",1,Urgency,7
